"","race","height","weight","speed","strength","dexterity","constitution","intelligence","wisdom","charisma"
"516","dragonborn",76,255,30,11,17,11,16,12,14
"517","dragonborn",78,223,30,16,15,14,9,15,10
"518","dragonborn",80,217,30,18,12,16,11,17,13
"519","dragonborn",74,231,30,18,13,12,15,13,16
"520","dragonborn",72,193,30,16,15,12,12,11,17
"521","dragonborn",73,238,30,13,15,12,11,7,17
"522","dragonborn",78,307,30,14,14,15,11,11,12
"523","dragonborn",77,252,30,18,13,9,13,16,6
"524","dragonborn",71,205,30,10,14,13,16,17,14
"525","dragonborn",76,275,30,16,17,14,15,13,14
"526","dragonborn",77,252,30,10,18,13,7,8,14
"527","dragonborn",80,259,30,20,12,10,13,15,17
"528","dragonborn",71,190,30,14,13,16,13,13,12
"529","dragonborn",76,275,30,15,13,17,12,11,13
"530","dragonborn",79,266,30,16,17,12,13,9,14
"531","dragonborn",73,231,30,13,15,14,9,14,14
"532","dragonborn",74,255,30,15,17,11,10,12,17
"533","dragonborn",79,305,30,16,12,6,14,10,11
"534","dragonborn",75,229,30,15,15,16,13,16,15
"535","dragonborn",78,319,30,14,18,13,16,6,17
"536","dragonborn",73,217,30,13,12,11,14,9,12
"537","dragonborn",75,256,30,18,19,14,5,11,15
"538","dragonborn",69,205,30,12,14,13,15,14,12
"539","dragonborn",80,231,30,16,17,11,12,9,6
"540","dragonborn",74,239,30,14,15,16,15,13,8
"541","dragonborn",75,211,30,16,14,13,14,10,14
"542","dragonborn",75,247,30,18,16,8,11,14,12
"543","dragonborn",73,217,30,11,16,17,13,4,17
"544","dragonborn",79,305,30,12,15,15,11,15,14
"545","dragonborn",75,211,30,10,14,10,17,16,9
"546","dragonborn",75,238,30,8,10,12,7,10,16
"547","dragonborn",74,215,30,18,14,18,12,8,14
"548","dragonborn",81,220,30,17,11,14,13,9,12
"549","dragonborn",78,247,30,14,8,17,12,11,14
"550","dragonborn",82,367,30,14,8,15,11,13,17
"551","dragonborn",76,275,30,14,9,13,10,17,15
"552","dragonborn",76,265,30,16,9,16,16,16,15
"553","dragonborn",73,210,30,16,12,11,11,12,11
"554","dragonborn",68,181,30,13,15,18,13,12,9
"555","dragonborn",81,310,30,10,11,12,18,14,11
"556","dragonborn",78,295,30,15,16,10,13,13,13
"557","dragonborn",71,215,30,15,17,12,15,13,12
"558","dragonborn",68,189,30,15,16,15,10,14,12
"559","dragonborn",75,229,30,12,12,15,13,13,12
"560","dragonborn",74,231,30,15,14,15,15,11,13
"561","dragonborn",74,223,30,16,12,11,11,17,11
"562","dragonborn",77,296,30,15,18,15,14,9,13
"563","dragonborn",78,259,30,12,19,11,17,16,12
"564","dragonborn",79,331,30,18,10,10,11,11,18
"565","dragonborn",74,239,30,20,9,17,15,12,11
"566","dragonborn",70,191,30,12,12,12,10,8,17
"567","dragonborn",73,224,30,16,17,9,15,14,17
"568","dragonborn",71,215,30,15,11,16,8,16,13
"569","dragonborn",79,266,30,17,19,14,8,17,17
"570","dragonborn",81,325,30,15,16,15,17,12,12
"571","dragonborn",79,305,30,11,13,12,12,14,19
"572","dragonborn",75,265,30,17,13,12,15,10,17
"573","dragonborn",76,255,30,18,17,16,17,14,14
"574","dragonborn",75,211,30,16,14,13,16,17,13
"575","dragonborn",82,271,30,8,17,10,10,11,17
"576","dragonborn",81,250,30,17,11,11,12,8,18
"577","dragonborn",75,247,30,16,18,17,12,15,6
"578","dragonborn",72,205,30,18,11,17,11,12,16
"579","dragonborn",77,307,30,16,17,18,10,14,14
"580","dragonborn",73,231,30,12,12,9,11,10,16
"581","dragonborn",76,235,30,15,6,14,6,11,12
"582","dragonborn",76,245,30,14,16,12,13,15,17
"583","dragonborn",81,250,30,12,11,11,13,17,12
"584","dragonborn",81,235,30,16,13,6,18,12,11
"585","dragonborn",74,207,30,13,15,12,16,14,10
"586","dragonborn",78,247,30,16,14,13,14,9,12
"587","dragonborn",73,238,30,19,10,13,8,11,14
"588","dragonborn",79,266,30,11,13,11,13,11,13
"589","dragonborn",77,296,30,13,16,15,13,12,6
"590","dragonborn",73,238,30,20,15,16,13,14,12
"591","dragonborn",68,191,30,14,14,11,12,10,12
"592","dragonborn",79,279,30,8,19,9,15,14,10
"593","dragonborn",75,256,30,17,16,8,12,10,14
"594","dragonborn",74,247,30,18,13,14,7,14,13
"595","dragonborn",73,231,30,15,14,14,11,11,10
"596","dragonborn",74,207,30,12,15,10,12,14,13
"597","dragonborn",74,199,30,14,14,14,15,13,10
"598","dragonborn",75,274,30,15,10,17,15,14,14
"599","dragonborn",74,223,30,19,13,9,12,8,15
"600","dragonborn",77,208,30,11,15,15,10,15,18
"601","dragonborn",78,259,30,15,13,16,12,13,17
"602","dragonborn",80,259,30,12,15,18,15,11,13
"603","dragonborn",73,196,30,11,15,12,8,13,9
"604","dragonborn",71,210,30,17,13,14,14,15,16
"605","dragonborn",80,315,30,14,15,10,12,13,14
"606","dragonborn",79,266,30,14,18,16,8,12,13
"607","dragonborn",80,287,30,15,11,16,13,17,8
"608","dragonborn",76,255,30,14,8,11,14,13,18
"609","dragonborn",74,231,30,13,11,11,15,14,14
"610","dragonborn",78,211,30,13,7,14,15,13,16
"611","dragonborn",80,245,30,17,17,17,13,17,10
"612","dragonborn",73,224,30,15,13,12,14,16,13
"613","dragonborn",75,211,30,18,17,10,11,11,15
"614","dragonborn",78,259,30,7,16,6,15,13,11
"615","dragonborn",72,229,30,13,14,17,11,17,12
"616","dragonborn",78,247,30,11,16,14,15,12,10
"617","dragonborn",74,255,30,13,14,16,8,10,8
"618","dragonborn",74,239,30,18,17,13,16,12,15
"619","dragonborn",74,191,30,6,12,15,11,13,12
"620","dragonborn",77,197,30,18,12,14,10,13,12
"621","dragonborn",80,273,30,9,19,14,17,11,16
"622","dragonborn",77,274,30,9,11,15,14,13,13
"623","dragonborn",72,217,30,11,7,14,13,12,14
"624","dragonborn",75,220,30,14,8,15,17,6,10
"625","dragonborn",78,283,30,16,13,9,8,13,12
"626","dragonborn",77,241,30,18,11,13,10,11,19
"627","dragonborn",76,275,30,15,18,12,12,15,11
"628","dragonborn",80,259,30,13,15,16,11,10,9
"629","dragonborn",72,235,30,15,19,10,7,6,11
"630","dragonborn",73,231,30,11,12,8,12,8,13
"631","dragonborn",76,285,30,9,17,14,16,12,13
"632","dragonborn",74,199,30,15,16,14,14,10,18
"633","dragonborn",82,287,30,19,18,13,12,14,13
"634","dragonborn",76,195,30,15,13,14,9,12,14
"635","dragonborn",79,279,30,13,11,12,8,12,11
"636","dragonborn",72,211,30,12,11,15,13,13,15
"637","dragonborn",80,231,30,17,17,14,7,14,15
"638","dragonborn",79,240,30,16,15,14,14,14,16
"639","dragonborn",81,310,30,18,15,13,8,13,16
"640","dragonborn",76,265,30,17,12,13,14,14,12
"641","dragonborn",71,215,30,14,15,15,16,13,15
"642","dragonborn",81,250,30,18,11,11,13,10,11
"643","dragonborn",75,256,30,17,16,10,17,12,14
"644","dragonborn",79,240,30,13,12,14,10,10,5
"645","dragonborn",73,231,30,14,14,15,12,14,11
"646","dragonborn",74,239,30,13,16,14,12,13,10
"647","dragonborn",72,205,30,14,18,12,15,14,13
"648","dragonborn",77,263,30,14,18,15,8,12,13
"649","dragonborn",71,220,30,15,14,15,11,12,12
"650","dragonborn",76,205,30,15,12,15,6,17,12
"651","dragonborn",73,210,30,16,17,15,15,14,9
"652","dragonborn",74,239,30,15,17,12,9,16,14
"653","dragonborn",76,195,30,18,15,13,13,13,8
"654","dragonborn",78,235,30,18,12,11,16,12,8
"655","dragonborn",74,231,30,15,10,14,11,10,17
"656","dragonborn",74,215,30,18,11,12,12,8,17
"657","dragonborn",75,274,30,16,16,18,14,11,11
"658","dragonborn",76,205,30,12,11,12,13,13,15
"659","dragonborn",71,225,30,12,9,13,12,12,14
"660","dragonborn",72,211,30,11,12,12,11,10,11
"661","dragonborn",78,247,30,17,14,12,12,14,19
"662","dragonborn",78,283,30,13,7,12,12,12,16
"663","dragonborn",75,247,30,16,14,14,17,15,13
"664","dragonborn",81,355,30,9,15,14,17,11,15
"665","dragonborn",75,247,30,17,13,11,14,12,14
"666","dragonborn",70,191,30,15,18,12,18,8,15
"667","dragonborn",74,263,30,17,15,12,11,11,15
"668","dragonborn",74,255,30,16,16,13,14,14,9
"669","dragonborn",77,197,30,11,16,11,10,17,13
"670","dragonborn",75,265,30,13,12,14,10,10,15
"671","dragonborn",80,259,30,18,15,5,16,18,13
"672","dragonborn",70,203,30,16,13,14,10,10,17
"673","dragonborn",71,220,30,17,16,9,6,9,16
"674","dragonborn",74,223,30,17,17,12,14,16,14
"675","dragonborn",81,250,30,15,16,15,8,9,13
"676","dragonborn",74,247,30,17,9,14,16,13,17
"677","dragonborn",71,210,30,13,11,14,10,10,14
"678","dragonborn",74,223,30,11,15,7,6,12,11
"679","dragonborn",73,231,30,12,12,9,14,12,6
"680","dragonborn",80,259,30,12,17,12,15,8,14
"681","dragonborn",79,253,30,16,13,12,8,15,10
"682","dragonborn",75,220,30,18,9,14,8,15,14
"683","dragonborn",77,252,30,13,11,9,6,13,14
"684","dragonborn",74,231,30,11,5,16,7,10,12
"685","dragonborn",69,196,30,14,11,10,13,14,12
"686","dragonborn",72,229,30,18,16,16,12,13,17
"687","dragonborn",71,235,30,15,10,17,8,13,16
"688","dragonborn",76,265,30,15,9,11,7,15,10
"689","dragonborn",75,238,30,12,13,15,13,14,10
"690","dragonborn",82,303,30,11,13,11,9,14,16
"691","dragonborn",81,280,30,16,16,10,14,8,15
"692","dragonborn",75,247,30,12,6,17,12,12,15
"693","dragonborn",70,219,30,19,12,12,15,12,13
"694","dragonborn",77,252,30,6,10,10,11,13,17
"695","dragonborn",74,231,30,12,12,12,12,10,12
"696","dragonborn",77,263,30,9,16,17,7,11,11
"697","dragonborn",76,225,30,18,12,15,10,16,10
"698","dragonborn",75,229,30,16,15,13,11,9,17
"699","dragonborn",81,265,30,15,10,12,14,15,15
"700","dragonborn",74,231,30,15,11,11,14,14,14
"701","dragonborn",78,259,30,14,8,12,17,16,12
"702","dragonborn",77,263,30,11,19,8,10,13,14
"703","dragonborn",71,215,30,16,17,16,10,7,15
"704","dragonborn",77,274,30,16,14,12,11,7,13
"705","dragonborn",78,211,30,14,18,11,10,9,11
"706","dragonborn",71,195,30,12,15,14,14,16,12
"707","dragonborn",76,285,30,15,16,13,10,13,16
"708","dragonborn",72,217,30,15,18,8,13,6,15
"709","dragonborn",76,285,30,15,19,14,9,7,13
"710","dragonborn",73,224,30,12,17,7,8,13,12
"711","dragonborn",73,210,30,13,18,10,13,6,8
"712","dragonborn",72,229,30,17,15,15,15,13,16
"713","dragonborn",75,238,30,17,17,16,10,14,11
"714","dragonborn",76,235,30,14,17,9,15,8,9
"715","dragonborn",79,227,30,10,15,16,15,9,18
"716","dragonborn",75,220,30,16,17,12,12,13,14
"717","dragonborn",72,199,30,15,15,8,16,11,13
"718","dragonborn",75,211,30,10,18,16,12,12,13
"719","dragonborn",72,247,30,16,11,11,14,6,15
"720","dragonborn",71,200,30,16,17,6,15,13,11
"721","dragonborn",78,247,30,15,18,10,12,11,17
"722","dragonborn",77,296,30,18,14,13,14,16,13
"723","dragonborn",74,271,30,12,14,6,18,13,12
"724","dragonborn",73,217,30,15,10,15,14,15,11
"725","dragonborn",74,231,30,16,15,13,13,11,14
"726","dragonborn",78,259,30,10,12,13,14,13,16
"727","dragonborn",74,255,30,14,10,17,13,9,16
"728","dragonborn",76,255,30,14,14,11,6,11,13
"729","dragonborn",69,184,30,13,11,11,14,18,10
"730","dragonborn",79,266,30,18,16,7,11,7,17
"731","dragonborn",70,211,30,17,9,15,14,15,10
"732","dragonborn",72,199,30,13,18,8,8,9,16
"733","dragonborn",79,227,30,14,13,12,14,10,6
"734","dragonborn",77,285,30,13,15,13,18,16,15
"735","dragonborn",74,271,30,18,12,10,10,10,15
"736","dragonborn",75,211,30,14,14,13,9,11,19
"737","dragonborn",69,199,30,19,10,10,11,14,10
"738","dragonborn",77,230,30,14,11,14,15,13,13
"739","dragonborn",73,203,30,17,18,14,8,14,12
"740","dragonborn",74,207,30,12,17,13,16,10,18
"741","dragonborn",74,231,30,17,15,11,11,12,8
"742","dragonborn",71,210,30,11,17,15,16,14,16
"743","dragonborn",72,193,30,14,19,12,8,17,13
"744","dragonborn",77,285,30,11,14,15,14,14,8
"745","dragonborn",79,227,30,10,18,7,13,13,17
"746","dragonborn",77,252,30,9,10,10,11,4,11
"747","dragonborn",72,229,30,16,17,15,11,11,13
"748","dragonborn",75,256,30,17,15,9,15,11,15
"749","dragonborn",80,329,30,14,18,10,15,12,14
"750","dragonborn",75,265,30,16,15,7,12,10,16
"751","dragonborn",71,215,30,18,15,12,13,16,14
"752","dragonborn",68,181,30,15,13,14,10,12,13
"753","dragonborn",74,215,30,13,12,10,13,7,15
"754","dragonborn",76,255,30,18,13,13,14,18,9
"755","dragonborn",72,223,30,11,12,13,12,11,13
"756","dragonborn",71,215,30,18,15,14,4,12,9
"757","dragonborn",70,199,30,12,13,13,9,17,12
"758","dragonborn",78,211,30,12,18,10,15,12,5
"759","dragonborn",77,241,30,16,16,14,16,9,16
"760","dragonborn",74,215,30,14,17,13,14,5,9
"761","dragonborn",79,305,30,11,15,13,14,12,17
"762","dragonborn",74,247,30,18,18,10,13,10,10
"763","dragonborn",80,273,30,9,14,10,14,11,8
"764","dragonborn",77,274,30,13,18,13,11,13,11
"765","dragonborn",70,207,30,19,11,12,10,7,14
"766","dragonborn",68,189,30,15,16,11,11,13,14
"767","dragonborn",76,255,30,9,17,7,13,11,14
"768","dragonborn",74,239,30,16,13,15,16,16,14
"769","dragonborn",76,195,30,12,14,12,16,14,15
"770","dragonborn",75,256,30,14,14,15,10,13,8
"771","dragonborn",74,199,30,16,10,12,9,14,10
"772","dragonborn",77,252,30,8,11,16,16,16,13
"773","dragonborn",77,296,30,14,15,14,11,11,19
"774","dragonborn",76,295,30,12,13,15,13,12,15
"775","dragonborn",80,245,30,13,10,13,13,11,15
"776","dragonborn",73,231,30,17,14,11,14,13,16
"777","dragonborn",74,247,30,18,15,11,13,11,12
"778","dragonborn",73,245,30,15,13,15,10,9,14
"779","dragonborn",73,231,30,15,13,8,10,14,14
"780","dragonborn",74,215,30,14,11,13,6,15,8
"781","dragonborn",69,196,30,13,18,16,14,15,13
"782","dragonborn",75,247,30,19,16,17,15,11,14
"783","dragonborn",73,203,30,16,13,11,16,4,14
"784","dragonborn",80,315,30,9,14,12,14,8,12
"785","dragonborn",78,247,30,15,16,7,14,12,16
"786","dragonborn",75,256,30,11,15,13,12,9,10
"787","dragonborn",77,252,30,16,15,13,12,8,11
"788","dragonborn",74,247,30,13,10,13,11,13,16
"789","dragonborn",75,211,30,14,16,17,12,11,16
"790","dragonborn",74,191,30,12,17,13,16,13,17
"791","dragonborn",74,263,30,15,15,12,18,10,14
"792","dragonborn",73,231,30,18,12,12,14,10,11
"793","dragonborn",75,274,30,17,12,12,14,17,17
"794","dragonborn",76,285,30,17,18,9,11,18,6
"795","dragonborn",73,210,30,15,12,14,14,11,15
"796","dragonborn",70,191,30,13,14,14,14,11,17
"797","dragonborn",76,265,30,13,12,12,14,12,13
"798","dragonborn",75,247,30,13,17,15,11,9,12
"799","dragonborn",75,247,30,12,11,15,11,11,10
"800","dragonborn",79,292,30,19,18,12,9,12,11
"801","dragonborn",73,217,30,12,13,10,11,13,12
"802","dragonborn",78,295,30,13,18,8,14,7,13
"803","dragonborn",78,247,30,12,13,13,6,14,12
"804","dragonborn",77,241,30,14,13,13,15,13,18
"805","dragonborn",73,224,30,15,13,12,8,14,16
"806","dragonborn",77,307,30,16,17,16,11,8,14
"807","dragonborn",73,245,30,13,15,11,17,11,10
"808","dragonborn",76,255,30,19,18,6,10,17,15
"809","dragonborn",71,225,30,10,12,13,11,9,9
"810","dragonborn",77,252,30,20,13,17,9,13,15
"811","dragonborn",74,207,30,14,16,9,9,12,8
"812","dragonborn",76,245,30,12,10,13,16,17,7
"813","dragonborn",73,231,30,15,16,10,8,13,11
"814","dragonborn",75,274,30,16,16,16,9,14,13
"815","dragonborn",76,255,30,16,12,11,11,14,13
"816","dragonborn",75,265,30,10,17,9,14,15,19
"817","dragonborn",76,245,30,15,15,12,13,8,13
"818","dragonborn",68,187,30,19,15,10,17,16,13
"819","dragonborn",80,273,30,16,16,12,13,5,11
"820","dragonborn",74,255,30,9,8,13,14,12,15
"821","dragonborn",78,247,30,17,16,14,12,11,6
"822","dragonborn",71,225,30,15,16,11,11,10,14
"823","dragonborn",73,196,30,11,13,16,9,7,13
"824","dragonborn",76,225,30,17,15,11,16,9,11
"825","dragonborn",74,231,30,10,16,14,11,13,11
"826","dragonborn",75,256,30,15,16,14,13,11,16
"827","dragonborn",75,202,30,15,19,18,15,16,5
"828","dragonborn",75,256,30,15,12,15,8,13,11
"829","dragonborn",81,310,30,7,18,12,16,17,11
"830","dragonborn",77,296,30,16,10,15,13,17,11
"831","dragonborn",72,193,30,14,18,16,15,13,12
"832","dragonborn",79,305,30,11,11,10,10,12,15
"833","dragonborn",72,199,30,18,18,15,16,9,17
"834","dragonborn",77,241,30,13,12,7,11,10,12
"835","dragonborn",73,231,30,16,18,14,14,9,10
"836","dragonborn",72,235,30,17,20,10,16,13,17
"837","dragonborn",76,255,30,11,12,11,10,12,13
"838","dragonborn",70,199,30,14,17,11,7,15,16
"839","dragonborn",79,201,30,13,16,12,11,8,17
"840","dragonborn",74,223,30,11,9,10,18,11,14
"841","dragonborn",76,265,30,11,13,11,15,12,16
"842","dragonborn",68,181,30,16,10,7,15,12,13
"843","dragonborn",81,250,30,13,10,17,15,12,8
"844","dragonborn",79,253,30,15,14,13,10,17,18
"845","dragonborn",73,252,30,15,16,11,13,13,15
"846","dragonborn",70,215,30,17,14,11,12,12,17
"847","dragonborn",74,199,30,11,15,13,15,15,16
"848","dragonborn",75,238,30,16,19,13,16,16,18
"849","dragonborn",76,225,30,12,14,11,16,15,15
"850","dragonborn",77,296,30,12,15,12,12,15,17
"851","dragonborn",73,217,30,16,14,12,13,10,16
"852","dragonborn",80,301,30,17,13,9,10,12,19
"853","dragonborn",76,245,30,12,14,17,11,14,11
"854","dragonborn",73,196,30,19,15,13,15,14,15
"855","dragonborn",71,210,30,12,16,15,13,14,11
"856","dragonborn",68,189,30,16,15,14,10,13,13
"857","dragonborn",80,273,30,16,16,16,13,11,14
"858","dragonborn",77,197,30,15,15,15,16,9,15
"859","dragonborn",77,252,30,16,13,10,11,12,12
"860","dragonborn",79,292,30,13,14,8,6,12,16
"861","dragonborn",75,265,30,11,16,10,15,16,10
"862","dragonborn",70,195,30,9,11,9,11,12,14
"863","dragonborn",81,310,30,14,16,11,16,13,13
"864","dragonborn",74,255,30,15,17,14,7,13,12
"865","dragonborn",69,205,30,13,15,8,14,11,16
"866","dragonborn",82,287,30,7,16,13,13,9,17
"867","dragonborn",79,279,30,13,14,14,17,11,7
"868","dragonborn",78,259,30,15,15,11,10,13,7
"869","dragonborn",72,229,30,12,7,7,9,15,15
"870","dragonborn",72,241,30,15,15,10,11,11,8
"871","dragonborn",72,217,30,14,14,17,15,13,16
"872","dragonborn",70,199,30,13,16,14,18,15,14
"873","dragonborn",68,193,30,20,16,12,10,12,14
"874","dragonborn",73,252,30,14,19,13,14,13,15
"875","dragonborn",71,215,30,11,17,9,14,8,12
"876","dragonborn",75,238,30,18,19,15,13,15,17
"877","dragonborn",72,235,30,12,14,12,14,13,9
"878","dragonborn",77,241,30,12,16,13,9,18,7
"879","dragonborn",75,238,30,16,15,15,14,13,10
"880","dragonborn",80,273,30,13,10,9,10,16,13
"881","dragonborn",80,273,30,10,11,7,15,12,17
"882","dragonborn",78,247,30,16,10,12,13,15,12
"883","dragonborn",77,263,30,11,15,14,13,11,12
"884","dragonborn",78,271,30,11,15,15,14,15,9
"885","dragonborn",82,239,30,18,16,9,8,12,12
"886","dragonborn",78,283,30,10,14,12,9,11,9
"887","dragonborn",76,235,30,16,14,13,15,16,16
"888","dragonborn",68,193,30,9,19,6,9,8,15
"889","dragonborn",71,205,30,10,14,13,15,12,12
"890","dragonborn",81,265,30,11,18,13,14,18,9
"891","dragonborn",76,265,30,12,9,10,13,11,11
"892","dragonborn",80,315,30,18,16,16,7,12,11
"893","dragonborn",73,224,30,14,12,10,15,13,15
"894","dragonborn",75,256,30,17,19,12,14,10,13
"895","dragonborn",81,265,30,19,10,12,11,8,16
"896","dragonborn",68,193,30,11,13,9,9,12,8
"897","dragonborn",79,279,30,12,14,13,12,15,10
"898","dragonborn",69,181,30,13,10,15,14,15,12
"899","dragonborn",75,256,30,14,13,13,4,6,12
"900","dragonborn",78,247,30,18,16,15,17,9,14
"901","dragonborn",79,292,30,18,12,17,10,12,13
"902","dragonborn",69,199,30,16,15,13,15,14,14
"903","dragonborn",73,189,30,11,15,12,10,14,17
"904","dragonborn",80,287,30,13,10,17,14,12,18
"905","dragonborn",80,245,30,17,20,15,14,9,14
"906","dragonborn",76,245,30,12,12,15,12,11,14
"907","dragonborn",79,240,30,20,13,14,11,12,13
"908","dragonborn",73,217,30,18,11,13,12,15,9
"909","dragonborn",75,211,30,10,12,9,15,18,19
"910","dragonborn",75,220,30,11,15,9,11,15,15
"911","dragonborn",74,223,30,17,15,15,13,14,10
"912","dragonborn",73,224,30,12,18,16,15,12,13
"913","dragonborn",74,215,30,15,14,14,14,11,12
"914","dragonborn",79,292,30,17,14,10,9,8,11
"915","dragonborn",73,231,30,10,17,13,16,7,14
"916","dragonborn",74,247,30,18,11,13,13,15,14
"917","dragonborn",79,305,30,12,14,16,11,17,16
"918","dragonborn",74,255,30,12,13,13,14,15,14
"919","dragonborn",75,265,30,10,13,12,11,12,15
"920","dragonborn",70,211,30,14,19,14,9,16,12
"921","dragonborn",79,240,30,13,14,13,14,12,14
"922","dragonborn",74,215,30,14,15,9,15,6,17
"923","dragonborn",74,255,30,16,17,16,13,10,16
"924","dragonborn",72,193,30,16,19,11,13,10,15
"925","dragonborn",76,245,30,16,14,11,11,6,13
"926","dragonborn",82,351,30,12,12,15,11,18,17
"927","dragonborn",76,225,30,11,15,13,10,10,10
"928","dragonborn",71,205,30,14,17,14,8,12,13
"929","dragonborn",78,259,30,14,18,13,6,10,13
"930","dragonborn",72,217,30,16,12,11,14,13,10
"931","dragonborn",75,265,30,15,16,12,12,8,15
"932","dragonborn",80,231,30,12,16,15,9,9,13
"933","dragonborn",71,205,30,11,5,12,10,15,18
"934","dragonborn",77,208,30,16,14,8,15,9,16
"935","dragonborn",78,247,30,10,13,16,11,10,12
"936","dragonborn",78,199,30,20,13,8,14,15,14
"937","dragonborn",70,203,30,16,8,14,14,15,10
"938","dragonborn",81,295,30,20,14,18,13,16,12
"939","dragonborn",76,265,30,13,9,15,16,16,16
"940","dragonborn",74,191,30,11,17,12,12,8,17
"941","dragonborn",73,245,30,15,11,8,11,11,9
"942","dragonborn",73,231,30,13,12,6,13,17,12
"943","dragonborn",77,219,30,16,12,10,14,13,12
"944","dragonborn",79,253,30,15,13,11,13,9,9
"945","dragonborn",82,303,30,15,20,14,7,10,14
"946","dragonborn",75,238,30,17,13,9,18,8,12
"947","dragonborn",80,245,30,15,17,14,8,10,13
"948","dragonborn",77,219,30,19,13,10,17,14,16
"949","dragonborn",79,279,30,9,7,9,8,6,16
"950","dragonborn",78,247,30,18,11,12,15,16,13
"951","dragonborn",77,274,30,13,14,11,13,11,9
"952","dragonborn",69,190,30,16,17,9,13,15,15
"953","dragonborn",75,247,30,14,13,10,14,9,18
"954","dragonborn",75,229,30,10,15,13,13,8,11
"955","dragonborn",77,263,30,15,11,8,11,10,17
"956","dragonborn",75,202,30,18,12,11,15,11,14
"957","dragonborn",79,253,30,17,12,10,18,14,11
"958","dragonborn",75,229,30,12,14,10,12,10,16
"959","dragonborn",76,295,30,10,13,9,8,14,13
"960","dragonborn",72,223,30,13,11,14,11,11,19
"961","dragonborn",78,259,30,18,9,10,17,12,8
"962","dragonborn",79,279,30,13,13,12,12,14,15
"963","dragonborn",78,271,30,12,15,13,9,14,12
"964","dragonborn",74,247,30,11,11,13,13,13,14
"965","dragonborn",78,211,30,16,16,9,12,12,10
"966","dragonborn",78,259,30,15,13,12,10,8,17
"967","dragonborn",73,224,30,11,17,10,9,14,15
"968","dragonborn",72,217,30,9,16,12,9,10,18
"969","dragonborn",74,263,30,10,11,13,12,11,8
"970","dragonborn",78,283,30,16,13,8,10,7,8
"971","dragonborn",73,203,30,15,11,13,9,9,17
"972","dragonborn",82,303,30,13,13,15,12,7,19
"973","dragonborn",70,207,30,16,12,11,12,9,15
